incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"A woman CPI-Maoist cadre was killed in an encounter with SFs at Chandameta village forest under Darbha Police Station limits in Bastar District of Chhattisgarh. The gun battle also led to the rescue of some villagers held hostage by the Maoists. Bastar's ASP Vijay Pandey said acting on a specific input about some people from Kandanar village being held hostage by the Maoists inside the forest, the joint squad of State Police's District Reserve Group and CRPF was dispatched to carry out searches. While they were cordoning off the forest area near Chandameta the exchange of fire took place. Thereafter, during a search at the spot, the body of a woman Maoist was found. A .315 bore and some .12 bore guns were also recovered. The slain Maoist has been identified as Piso.",2,310071502,Chhattisgarh,Bastar,NA,Chandameta,Darbha Police Station; Kandanar village,Jagdalpur assembly constituency,18.90707,81.864777,2015,2015-10-07T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Civilians,No Target,Other Civilian,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,NA,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre, identified as Sarita, was killed and another arrested after a gun battle with SFs in Nelnar forests area under Chhotedongar Police Station limits of Narayanpur District. Sarita was a Platoon 'Commander' of battalion II of the Maoists.",2,306121301,Chhattisgarh,Narayanpur,NA,NA,Nelnar forests area,Narayanpur assembly constituency,19.493473053,81.2145,2013,2013-06-12T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre, identified as Sarita, was killed and another arrested after a gun battle with SFs in Nelnar forests area under Chhotedongar Police Station limits of Narayanpur District. Sarita was a Platoon 'Commander' of battalion II of the Maoists.",2,306121302,Chhattisgarh,Narayanpur,NA,NA,Nelnar forests area,Narayanpur assembly constituency,19.493473053,81.2145,2013,2013-06-12T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"A woman Maoist cadre, identified as Tara alias Bimla, was arrested following a prolonged exchange of fire between the SFs and the Maoists under the limits of Mohla Police Station limits in Rajnandgaon District.",2,305261401,Chhattisgarh,Rajnandgaon,NA,NA,Mohla,Bastar,19.254019,82.082932,2014,2014-05-26T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"A woman Maoist cadre, identified as Tara alias Bimla, was arrested following a prolonged exchange of fire between the SFs and the Maoists under the limits of Mohla Police Station limits in Rajnandgaon District.",2,305261402,Chhattisgarh,Rajnandgaon,NA,NA,Mohla,Bastar,19.254019,82.082932,2014,2014-05-26T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman Naxalite of the CPI-Maoist is killed and another extremist, Vijaya, is arrested after an exchange of fire between Police and the former near J P Chervu in Prakasam District.",2,101080501,Andhra Pradesh,Prakasam,Racherla,NA,J P Chervu,Giddalur,15.499388888888888,78.923,2005,2005-01-08T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman Naxalite of the CPI-Maoist is killed and another extremist, Vijaya, is arrested after an exchange of fire between Police and the former near J P Chervu in Prakasam District.",2,101080502,Andhra Pradesh,Prakasam,Racherla,NA,J P Chervu,Giddalur,15.499388888888888,78.923,2005,2005-01-08T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
ANF personnel and suspected cadres of the CPI- Maoist reportedly exchanged fire near Kinkeri-Balehalla in the Kaginahare forests in Sakaleshpur taluk in Hassan District. The ANF personnel recovered a 20-kg rice bag that was being carried by the suspected Maoists.,2,909141201,Karnataka,Hassan,Kinkeri-Balehalla,Sakleshpur,Kaginahare forests,Sakleshpur (sc),12.9442,75.7866,2012,2012-09-14T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
ANF personnel and suspected cadres of the CPI- Maoist reportedly exchanged fire near Kinkeri-Balehalla in the Kaginahare forests in Sakaleshpur taluk in Hassan District. The ANF personnel recovered a 20-kg rice bag that was being carried by the suspected Maoists.,2,909141202,Karnataka,Hassan,Kinkeri-Balehalla,Sakleshpur,Kaginahare forests,Sakleshpur (sc),12.9442,75.7866,2012,2012-09-14T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"About 250 kilograms of explosive materials, suspected to be stockpiled by the CPI-Maoist was recovered by Security Forces (SFs) after a gunfight with the Maoists at Shirshi in the Lalgarh region of West Medinipur District.",2,2103041001,West Bengal,West Medinipur,Binpur - i,Shirshi,Lalgarh,Jhargram,22.501638888888888,86.99525,2010,2010-03-04T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"About 250 kilograms of explosive materials, suspected to be stockpiled by the CPI-Maoist was recovered by Security Forces (SFs) after a gunfight with the Maoists at Shirshi in the Lalgarh region of West Medinipur District.",2,2103041002,West Bengal,West Medinipur,Binpur - i,Shirshi,Lalgarh,Jhargram,22.501638888888888,86.99525,2010,2010-03-04T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"About 40 armed cadres of the CPI-Maoist raided the office of a private road construction company and set ablaze a JCB and a hot mixing plant for not complying with their extortion demand at Bakhra in Muzaffarpur District. The Maoists also assaulted company employees when they tried to put up a resistance, Police said adding that they also snatched two mobile phones from the labourers.",2,202281201,Bihar,Muzaffarpur,Saraiya,Bakhra,NA,Paroo,26.02413888888889,85.09919444444444,2012,2012-02-28T00:00:00Z,Maoist,Facility/Infrastructure Attack,"Seizure of Money, Weapons, Property etc",None,Yes,Private Property,Civilians,Other Civilian,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Set ablaze a JCB and a hot mixing plant,0,0,0,0,0,0,0,0,0,0,0
"About 40 armed cadres of the CPI-Maoist raided the office of a private road construction company and set ablaze a JCB and a hot mixing plant for not complying with their extortion demand at Bakhra in Muzaffarpur District. The Maoists also assaulted company employees when they tried to put up a resistance, Police said adding that they also snatched two mobile phones from the labourers.",2,202281202,Bihar,Muzaffarpur,Saraiya,Bakhra,NA,Paroo,26.02413888888889,85.09919444444444,2012,2012-02-28T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Other Elite,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,NA,0,0,0,0,0,0,0,0,0,0,0
"According to Police sources, two CPI-Maoist cadres were killed by Police in an encounter at Murmunda village under Faresgarh Police station limits of Bastar District. The incident occurred when Police rushed to the village where Maoists had damaged five houses and looted valuable.",2,309020702,Chhattisgarh,Bastar,NA,Murmunda,Farsegarh Police station,Bijapur assembly constituency,19.032015,81.013,2007,2007-09-02T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"According to Police sources, two CPI-Maoist cadres were killed by Police in an encounter at Murmunda village under Faresgarh Police station limits of Bastar District. The incident occurred when Police rushed to the village where Maoists had damaged five houses and looted valuable.",2,309020703,Chhattisgarh,Bastar,NA,Murmunda,Farsegarh Police station,Bijapur assembly constituency,19.032015,81.013,2007,2007-09-02T00:00:00Z,Maoist,Facility/Infrastructure Attack,"Seizure of Money, Weapons, Property etc",None,Yes,Private Property,Civilians,NA,Other Civilian,0,0,0,0,0,0,0,0,0,0,0,0,Yes,five houses,0,0,0,0,0,0,0,0,0,0,0
Acting on a tip off Police and District Voluntary Force personnel neutralized a PLFI camp after an exchange of fire with the extremists at Demuljharan forest near Chandiposh village in the Rajgangpur block area of Sundergarh District.,2,1408021301,Odisha,Sundergarh,Rajangpur,NA,Demulijharan forest,Rajgangpur assembly constituency,22.190195,84.579865,2013,2013-08-02T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Acting on a tip off Police and District Voluntary Force personnel neutralized a PLFI camp after an exchange of fire with the extremists at Demuljharan forest near Chandiposh village in the Rajgangpur block area of Sundergarh District.,2,1408021302,Odisha,Sundergarh,Rajangpur,NA,Demulijharan forest,Rajgangpur assembly constituency,22.190195,84.579865,2013,2013-08-02T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Acting on a tip off, the Jharkhand Police arrested six TPC cadres from Ramgarh District and another Naxal from Bokaro District. Three 315 bore bullets and four mobile phones were seized from their possession.",2,805191501,Jharkhand,Ramgarh,NA,NA,NA,NA,NA,NA,2015,2015-05-19T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,6,0,6,0,0,0,0,0,0,0
"Acting on a tip off, the Jharkhand Police arrested six TPC cadres from Ramgarh District and another Naxal from Bokaro District. Three 315 bore bullets and four mobile phones were seized from their possession.",2,805191502,Jharkhand,Bokaro,NA,NA,NA,NA,NA,NA,2015,2015-05-19T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"After keeping three persons as hostage for three days, the CPI-Maoist cadres freed them near Patraput in Koraput District. Those released are, gramrakhi (village guard) Lachhman Pangi, a former Maoist cadre Daya Challan and L S Jagan. While Pangi and Challan were abducted by the Maoists from Mudulipada Police limits in Malkangiri District, the Maoists had abducted Jagan from Onakadelli in Koraput District on October 20.",2,1410201201,Odisha,Malkangiri,Khairaput,Mudulipada,NA,Chitrakonda,18.4488,82.3221,2012,2012-10-20T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Civilians,No Target,Former Maoist,Other Civilian,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,2,0,0,0,0,0,0,0,0,0,0
"After keeping three persons as hostage for three days, the CPI-Maoist cadres freed them near Patraput in Koraput District. Those released are, gramrakhi (village guard) Lachhman Pangi, a former Maoist cadre Daya Challan and L S Jagan. While Pangi and Challan were abducted by the Maoists from Mudulipada Police limits in Malkangiri District, the Maoists had abducted Jagan from Onakadelli in Koraput District on October 20.",2,1410201202,Odisha,Koraput,Lamtaput,Onakadelli,NA,Koraput,18.8645,82.8775,2012,2012-10-20T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Civilians,No Target,Other Civilian,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
"Ahead of their call for bandh in the region, a group of CPI-Maoist cadres attacked and disrupted a function at Jamuna village in Jhargram block of West Midnapore District in West Bengal. They left after injuring a couple of people while the locals managed to nab one of the Maoists and handed him over to the Police. The incident took place when villagers were engaged in offering prayers to the deity of their goddess and the Maoists attacked them.",2,2111261201,West Bengal,WEst Midnapore,Jamuna,Jhargram,NA,Jhargram,22.454666666666665,86.99791666666667,2012,2012-11-26T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Other Civilian,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Ahead of their call for bandh in the region, a group of CPI-Maoist cadres attacked and disrupted a function at Jamuna village in Jhargram block of West Midnapore District in West Bengal. They left after injuring a couple of people while the locals managed to nab one of the Maoists and handed him over to the Police. The incident took place when villagers were engaged in offering prayers to the deity of their goddess and the Maoists attacked them.",2,2111261202,West Bengal,West Midnapore,Jamuna,Jhargram,NA,Jhargram,22.454666666666665,86.99791666666667,2012,2012-11-26T00:00:00Z,Unknown,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"An 'area commander' of the CPI-Maoist, identified as Sunil Sonar, was arrested from Bhadoa village under Rajiganj Police Station in Aurangabad District. His aide Madan Barahi was also taken into the custody. One country made carbine and 29 live cartridges were seized from them.",2,204261202,Bihar,Aurangabad,Rafiganj,Bhadoa,Rafiganj,Rafiganj,24.820055555555555,84.63600000000001,2012,2012-05-26T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,2,1,1,0,0,0,0,0,0,0
"An 'area commander' of the CPI-Maoist, identified as Sunil Sonar, was arrested from Bhadoa village under Rajiganj Police Station in Aurangabad District. His aide Madan Barahi was also taken into the custody. One country made carbine and 29 live cartridges were seized from them.",2,205261202,Bihar,Aurangabad,Rafiganj,Bhadoa,Rafiganj,Rafiganj,24.820055555555555,84.63600000000001,2012,2012-05-26T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,2,1,1,0,0,0,0,0,0,0
"An Additional Superintendent of Police (ASP) and two constables were injured when an improvised explosive device (IED), planted inside a bag by the CPI-Maoist cadres, blew off near Dabnahi in Gariaband District of Chhattisgarh. Later para-military Central Reserve Police Force (CRPF) forces found another bomb in the area and diffused it.",2,301061301,Chhattisgarh,Gariaband,Mainpur,Dabnahi,NA,Bindranawagarh,20.1332,82.3016,2013,2013-01-06T00:00:00Z,Maoist,Bombing,None,None,Yes,Security,No Target,NA,NA,0,0,0,0,0,0,3,0,0,3,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"An Additional Superintendent of Police (ASP) and two constables were injured when an improvised explosive device (IED), planted inside a bag by the CPI-Maoist cadres, blew off near Dabnahi in Gariaband District of Chhattisgarh. Later para-military Central Reserve Police Force (CRPF) forces found another bomb in the area and diffused it.",2,301061302,Chhattisgarh,Gariaband,Mainpur,Dabnahi,NA,Bindranawagarh,20.1332,82.3016,2013,2013-01-06T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
An encounter between the SFs and cadres of the CPI-Maoist in the bordering area of Palamau and Latehar Districts led to recovery of large quantity of detonators and live cartridges.,2,806161501,Jharkhand,Palamu,NA,NA,the bordering area of Palamau and Latehar Districts,NA,NA,NA,2015,2015-06-16T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
An encounter between the SFs and cadres of the CPI-Maoist in the bordering area of Palamau and Latehar Districts led to recovery of large quantity of detonators and live cartridges.,2,806161502,Jharkhand,Palamu,NA,NA,the bordering area of Palamau and Latehar Districts,NA,NA,NA,2015,2015-06-16T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"An encounter broke out between SFs and the CPI-Maoist cadres at Sirinya village under Hariharganj Police Station in Palamu District, following a tip-off that about 25 Maoists, including three 'sub-zonal commanders' had assembled near the village. A Maoist identified as Raj Kumar (35) of Japla village surrendered with his weapon. An American gun, carbine, a 303 bore rifle, a pistol and two 315 bore guns with 250 live cartridges, cell phones and other objects were recovered after the encounter.",2,811041201,Jharkhand,Palamu,Sirinya,Hariharganj,NA,Hussainabad,24.541861111111114,84.27922222222222,2012,2012-11-04T00:00:00Z,Security,Armed Assault,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"An encounter broke out between SFs and the CPI-Maoist cadres at Sirinya village under Hariharganj Police Station in Palamu District, following a tip-off that about 25 Maoists, including three 'sub-zonal commanders' had assembled near the village. A Maoist identified as Raj Kumar (35) of Japla village surrendered with his weapon. An American gun, carbine, a 303 bore rifle, a pistol and two 315 bore guns with 250 live cartridges, cell phones and other objects were recovered after the encounter.",2,811041202,Jharkhand,Palamu,Sirinya,Hariharganj,NA,Hussainabad,24.541861111111114,84.27922222222222,2012,2012-11-04T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,1,0,1,0,0
An encounter took place between SFs and CPI-Maoist cadres in the forests near Kakadyeli village under Dhanora taluka in Gadchiroli District. The Police recovered a rifle and some Maoist literature from the spot.,2,1212071201,Maharashtra,Gadchiroli,Dhanora,Kakadyeli,NA,Gadchiroli,20.218274,80.259574,2012,2012-12-07T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
