property_damage,value_property_damage,incident_summary
0,NA,"With the arrest of four persons, including three CPI-Maoist cadres, Hajipur Police of Vaishali District claimed to have cracked the case of 'levy' demand made from owner of Avon cycle factory at Hajipur. The North Bihar 'zonal committee' of the CPI-Maoist had demanded INR 1.5 million as 'levy' from the owner of a under construction Avon cycle factory on June 26. The Police seized revolutionary literature, laptop containing details of Maoists network, posters, firearms and cell phones from the possession of arrested persons."
0,NA,"SF personnel arrested a CPI-Maoist cadre with arms and ammunition from Besratand forest near Dulampur village in Jamui District after an encounter with them, Police said. Following a tip-off about the presence of some Maoists in the forest, the CRPF 215th battalion troopers reached the spot in wee hours and started sealing the area before they came under fire from the Maoists, SP Jayant Kant said. The troopers fired 20 rounds to quell the Maoists, most of whom escaped from the spot, he said, adding the security personnel, arrested an Maoist Sanjay Marandi alias Motilal Marandi, said to be a former 'area commander' of the CPI-Maoist. Two rifles with 67 ammunition and a pistol with one ammunition, police uniform, Maoist literature, papers related to levy collection, and levy receipts among other things were seized from him."
0,NA,"Raghubir Tanti, secretary of the north-central committee of the CPI-Maoist was arrested at Bakhatpur in Begusarai District."
0,NA,The Bihar Police arrested a suspected CPI-Maoist cadre from Bardiha forest area in Jamui District in a joint operation with CRPF's CoBRA unit.
1,train tracks blown up,Maoists triggered explosions destroying the track between Narganjo and Ghorparan stations under the Eastern Railway disrupting movement of trains on the Patna-Howrah route. They also exploded a bomb on the track near Ghoghi-Bariarpur village in the Munger District damaging the line and disrupting railway traffic. Another explosive planted on the track did not explode and was defused.
1,portion of government complex blown up,"Separately, Maoists attacked a Government complex at Lakshmipur in the Jamui District housing the offices of the BDO, Circle Officer and the local Police station around the same time. However, resistance put up by the Police made the Maoists retreat after blasting a portion of the BDO's office."
1,excavator machine torched,"Cadres of the CPI-Maoist set ablaze a JCB excavator, an earthmoving machine, at Niyamatpur in Gaya District. Police said the insurgents torched the excavator machine when they did not find anybody around."
1,road construction machines and two dumpers,The cadres of the CPI-Maoist set ablaze road construction machines and two dumpers at Saraun village in Jamui District.
0,NA,Three CPI-Maoist cadres were arrested from the Gerua and Khasia forests during a search operation by SF personnel in Banka District.
0,NA,"The Police unearthed an illegal mini-gun factory in Bramani forest area, known to be a CPI-Maoist stronghold, in Bihar's Munger District and recovered magazines, barrels and unassembled pistol kits."
0,NA,Armed CPI-Maoist cadres slit the throat of a villager and killed him at Bharpurva village in East Champaran District.
0,NA,"Acting on a tip-off, a raid was conducted by the Police in Naga Road locality close to the border under direct surveillance of the DSP Rajeev Ranjan and a cache of explosives, including detonators, fuse wires and timer watch used in making crude bombs were recovered in East Champaran District."
0,NA,"Eight CPI-Maoist cadres, including a self-styled 'area commander' Sanjay Thakur, and a woman cadre, were arrested from Bashathpur village under Tariyani Police Station in Sheohar District."
0,NA,At least three Special Auxiliary Police troopers and two guards of a private road construction company were killed and seven others injured when armed group of over 125 CPI-Maoist cadres attacked a base camp of the company at Goh in Aurangabad District of Bihar.
0,NA,"Three CPI-Maoist cadres and a sympathiser were arrested from Thathan in Vaishali District. The four were arrested while they were canvassing for a 'martyrs fair' scheduled to be organised there on July 28 in remembrance of their cadres killed in encounter with Police, SP Rakesh Kumar said. The SP added Maoist literature has been recovered from them."
0,NA,A Patna Police team arrested Chandrashekhar Azad alias Commander and two of his associates near Mahavir Temple in Patna.
1,Demolished an under-construction CRPF camp,CPI-Maoist cadres demolished an under-construction CRPF camp on the outskirts of Basuachak village under Chanan block in Lakhisarai District of Bihar.
0,NA,"A CPI-Maoit cadre, identified as Sanjay alias Nepali, was arrested by a joint team of CRPF and Bihar Police in Jamui District. ASP DN Pandey said that Sanjay was arrested from Dakshini Pahari Lenin village under Chandradeep Police Station limits."
0,NA,"Acting on a tip off, a Police team raided Shastri Nagar locality under Rampur Police Station in Gaya District and arrested a CPI-Maoist 'area commander', identified as Vikas alias Guruji. He was carrying a reward of INR 25,000 on his head."
0,NA,"A Maoist, identified as Vijay Manjhi, was arrested from Amjhar locality under East Colony Police Station area in Munger District."
0,NA,"Poonam, alleged to be a veteran woman leader of the CPI-Maoist, was arrested from Salaiya Police Station area in Gaya District."
1,two houses,CPI-Maoist cadres blew up the house of a former sarpanch of Yadunathpur village and set ablaze his brother's house in Rohtas District.
1,"eight tractors, two JCB machines and some other vehicles parked, main mixing plant","The CPI-Maoist cadres raided a solar power plant site and torched 14 vehicles including tractors and JCB machines in Aurangabad District. Police said the Maoists also set a mixing plant on fire and raised anti-Police slogans at Bakshi Bigha village under Kasma Police Station limits of the District. ""About 50-60 members of the outlawed outfit raided the solar power plant site at around midnight. They torched eight tractors, two JCB machines and some other vehicles parked there. The Maoists then set ablaze the main mixing plant by throwing fireballs. The fire soon spread to other installations,"" a Police officer said. Police said the Maoists had earlier demanded a huge amount as ""levy"" from contractors engaged in setting up the solar power plant and threatened them with dire consequences if they did not meet the demand. The site of the incident is just 30 km away from Saundaha forests on Aurangabad-Gaya border where CoBRA troopers were killed in an IED blast triggered by the Maoists."
0,NA,CPI-Maoist kills four civilians near Raghunathpur village in the Aurangabad District.
0,NA,Naxalites attack a Police patrolling team under Khijarsarai Police station limits in the Gaya District killing two Police personnel and injuring two others.
0,NA,Over 40 armed cadres of CPI-Maoist raided Tendua village in Rohtas District and abducted four villagers at gunpoint over a land dispute. They released one person later.
0,NA,"A hardcore Maoist, identified as Ram Dayal Yadav, was arrested from Taradih village under Rohtas Police Station in Rohtas District."
1,Blasted a portion of a railway track,CPI-Maoist cadres blasted a portion of a railway track at Lahat village under Rafiganj Police Station in Aurangabad District between Ismailpur and Rafiganj section leading to derailment of a pilot engine running ahead of the Bhubaneswar-New Delhi Rajdhani Express.
0,NA,Three persons were killed and five others injured by the CPI-Maoist at Khaira village in Lakhisarai District.
1,Blew up a mobile phone tower,"The CPI-Maoist cadres blew up a mobile phone tower in Salaiya area in Aurangabad District, during a bandh called by the Maoists to protest against the alleged Police excesses and subsequent firing in Madanpur area in the District."
0,NA,"Two suspected Maoists, identified as Suraj Aru and Suresh Prasad were arrested and seven weapons including three country-made rifles and an equal number of country-made pistols were recovered during a joint operation conducted by the District Police, STF and CRPF in Madanpur area in Aurangabad District."
1,Blew up house the of a Police Inspector,"The CPI-Maoist cadres have blown up house of a Police Inspector, Kedarnath Singh, at Manjhauli village under Amba Police Station limits in Aurangabad District"
0,NA,"Two Naxals have been arrested while travelling in a Tata Sumo car, during a road checking, under Amas Police Station limits on GT Road in Gaya District."
1,Set a Circle Officer's vehicle on fire,"In Sitamarhi District, about six Maoists intercepted the Circle Officer Anil Panjiar's vehicle on Singarahia Bridge near Basantpur-Riga State Highway on Sheohar- Sitamarhi border and set it on fire."
